gene,mouse_pooled_g,mouse_se,mouse_ci_low,mouse_ci_high,mouse_tau2,mouse_I2,mouse_same_direction_3of3,human_hedges_g,human_var_g,human_ci_low,human_ci_high,human_n_case,human_n_control,source_human_log2FC,source_human_Wald_stat,source_human_p,source_human_FDR,state,prespecified_state_gene,same_direction_mouse_human,human_contrast,interpretation_boundary
IFIT2,2.0641773525223632,1.045780816137906,0.0144469528920674,4.11390775215266,1.6982091789749505,52.98016844332357,True,0.3641027842764429,0.4249523440115328,-0.9135892462045742,1.64179481475746,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
IRF1,1.391168565659539,0.7838951861535862,-0.1452659992014899,2.927603130520568,0.6761170504097698,36.45129520569188,True,0.1178547090868614,0.4175347749450385,-1.1486371351146163,1.384346553288339,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ISG15,1.1743691721571736,0.5438344502530644,0.1084536496611674,2.24028469465318,0.0,0.0,True,0.3688613256520103,0.4251703340142765,-0.9091583749587608,1.6468810262627815,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
SELE,2.031434878548693,0.730617666656153,0.5994242519026329,3.463445505194753,0.2346058243382395,13.012702626857974,True,0.0431451155620334,0.4167830104789705,-1.2222060661484089,1.308496297272476,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
SELP,2.2129871188339147,1.0159302448180785,0.2217638389904814,4.204210398677348,1.4293758086813109,46.53097281116205,True,1.4381347120688854,0.5459311322952577,-0.0100534793708395,2.8863229035086104,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
TAP1,2.8033850284124098,1.1212465036962,0.6057418811678579,5.001028175656962,1.528062262363139,41.44600490209559,True,1.1363713881427533,0.4973754124035097,-0.2459156241268849,2.5186584004123915,4,6,,,,,Endothelial_immune_activation,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
VCAM1,3.2071102384367154,0.818339002562485,1.6031657934142447,4.8110546834591865,0.0,0.0,True,-0.7318537543323673,0.4501422865248154,-2.04686957473672,0.5831620660719847,4,6,-2.21403964229673,-3.32696795893948,0.0008779646793734,0.0139917807870759,Endothelial_immune_activation,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
CAV1,-2.58861234143815,1.4597959028940772,-5.449812311110541,0.2725876282342412,3.74921675583739,66.76839038516142,True,0.8313050229360137,0.4598584192390821,-0.4978270635583488,2.1604371094303763,4,6,0.90867867065347,3.33169072729688,0.000863201274059,0.0138835216496169,Structural_ECM_remodeling,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
CAV2,-1.6662468011280382,0.6617471958974306,-2.963271305087002,-0.3692222971690744,0.1811928632219872,13.392668058847462,True,0.2021530095784542,0.4192207816217683,-1.0668933074163924,1.471199326573301,4,6,,,,,Structural_ECM_remodeling,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
FN1,1.8466970990042375,0.8762604604009547,0.1292265966183665,3.5641676013901087,1.039416580752767,45.18826655324333,True,0.6055947315071221,0.4395882278434906,-0.6939136894288692,1.9051031524431128,4,6,,,,,Structural_ECM_remodeling,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MMP2,0.3945406645375425,0.492631031290944,-0.5710161567927077,1.3600974858677928,0.0,0.0,False,0.4425798978024981,0.428908977037846,-0.8410464988521471,1.7262062944571437,4,6,,,,,Structural_ECM_remodeling,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
MMP9,0.3781339342632712,0.4866757720201423,-0.5757505788962076,1.33201844742275,0.0,0.0,True,1.1807686214865385,0.5038050752596179,-0.2104242397362858,2.571961482709362,4,6,,,,,Structural_ECM_remodeling,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
PLVAP,0.8430832602812696,0.6066984645772231,-0.3460457302900878,2.032212250852627,0.2372712984265119,21.14042188948589,False,-0.7468068754919254,0.4515241984967924,-2.063839662078986,0.5702259110951352,4,6,,,,,Structural_ECM_remodeling,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
SPARC,-0.7647952162842196,1.481629720633516,-3.6687894687259113,2.139199036157472,5.006415073594425,78.56882081540599,False,0.8661727390572899,0.4635576175345421,-0.4682945492344453,2.200640027349025,4,6,0.915895893469475,3.03172805777502,0.0024315815944964,0.0268531184783517,Structural_ECM_remodeling,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
TIMP1,3.4244646418536,0.9690289571957869,1.525167885749858,5.323761397957342,0.4335828554847447,13.839442892290874,True,1.860727001403164,0.6330607275260923,0.3012507781588864,3.420203224647442,4,6,2.61788759657834,3.41528542354653,0.0006371520819666,0.0115804385559593,Structural_ECM_remodeling,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
TIMP2,0.0467471159437317,0.484389370310371,-0.9026560498645956,0.996150281752059,0.0,0.0,False,-0.1491670935599732,0.4180573430292373,-1.416451232567922,1.1181170454479756,4,6,,,,,Structural_ECM_remodeling,True,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
VIM,1.2377142730687836,0.670144051377439,-0.0757680676309968,2.551196613768564,0.3754343127159593,27.47118388606824,True,1.487382990673113,0.5549359267256475,0.0273001655877525,2.947465815758473,4,6,1.74130021536786,3.98878949032855,6.64113224658971e-05,0.0024535964954673,Structural_ECM_remodeling,True,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
A3GALT2,-0.581190655208727,0.4951844550406185,-1.5517521870883393,0.3893708766708852,0.0,0.0,True,-0.1745009994328958,0.4185698290918591,-1.4425616665302103,1.0935596676644186,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
A4GALT,0.5105556151189915,0.7314670372788322,-0.9231197779475196,1.9442310081855028,0.6989821210479423,43.62094375024476,False,-0.4152874391330681,0.427445645235523,-1.69672225633478,0.866147378068644,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AAAS,0.3617209604161238,0.5572024707467691,-0.7303958822475436,1.4538378030797912,0.1544085716688957,16.418910486514847,False,-0.5034854484308984,0.4325102664655206,-1.7924894979411954,0.7855186010793986,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AACS,0.9555542431074524,0.7301068020682033,-0.4754550889462261,2.386563575161131,0.6273337801141596,38.85538226088895,False,-0.1587078862966965,0.4182409287399645,-1.4262702523550488,1.1088544797616555,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AAGAB,-0.4014426779081838,0.6212782190994635,-1.619147987343132,0.8162626315267646,0.3685331755984535,31.770783751864577,False,-0.6686562477613032,0.4446104902710557,-1.9755669789993968,0.6382544834767903,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AAK1,-0.8960601967890512,0.8970833777703433,-2.654343617218924,0.8622232236408215,1.439834676498351,60.09047133840449,False,0.4561817299034147,0.4296730273352712,-0.8285874718644273,1.7409509316712568,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AAMP,-0.4715051880399076,0.4996518468328575,-1.4508228078323084,0.5078124317524932,0.0,0.0,False,1.0574431445154118,0.4865532919093318,-0.3097229486125918,2.4246092376434154,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AARD,-1.3508891242987338,0.5558790678728122,-2.4404120973294456,-0.2613661512680219,0.0,0.0,True,-0.286401783156575,0.4217932905038708,-1.559335836750739,0.986532270437589,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AASDH,-0.1307232560192909,0.4783942920403655,-1.0683760684184074,0.8069295563798256,0.0,0.0,False,0.3077106848430996,0.4225845332645798,-0.9664167589352728,1.5818381286214722,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AASDHPPT,0.6200446988546432,0.7343113203674891,-0.8192054890656354,2.059294886774922,0.7457872261569455,45.9834928726397,False,0.579495276620896,0.4376550901432872,-0.7171526302121239,1.876143183453916,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AASS,-0.527505969504733,0.4920696647724601,-1.491962512458755,0.4369505734492888,0.0,0.0,True,0.8296309343324445,0.4596846346167494,-0.4992499829598856,2.1585118516247745,4,6,0.891690537039725,3.75828467487475,0.0001710821745728,0.0045030955794292,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AATF,0.5906467792482006,0.5785470257809426,-0.5433053912824468,1.724598949778848,0.1826832148196316,17.713106057680246,False,0.5299953459110096,0.4342226083346248,-0.761557816826899,1.8215485086489185,4,6,0.467526583485714,2.11811155256441,0.0341656213725889,0.148279672424393,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
AATK,0.4260993028222538,0.5376386093740679,-0.6276723715509194,1.4798709771954268,0.098236124647735,11.293321359333923,False,-2.2755567882444567,0.7403015851995058,-3.961956079546022,-0.5891574969428914,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABAT,-0.1369886079257525,0.655260571865721,-1.4212993287825657,1.1473221129310605,0.4988980008973713,38.70156337277228,False,0.3282851445910482,0.4234023626766145,-0.9470746150291468,1.6036449042112433,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCB10,-0.9593817518542164,0.6849759621106039,-2.301934637591,0.383171133882567,0.5091175184122172,36.02699544463738,True,-0.6948173309481805,0.4468398618782888,-2.0050005293565687,0.6153658674602077,4,6,-0.62280209873004,-2.27524414815097,0.0228912878389994,0.114682191540549,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCB6,-0.1610200749423855,0.4780325011783834,-1.097963777252017,0.775923627367246,0.0,0.0,False,0.4919232621480603,0.431790947656816,-0.796008453634428,1.7798549779305488,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCB7,-0.0085784611923566,0.8539333306604456,-1.6822877892868302,1.6651308669021168,1.3229515434105916,60.511318104074505,False,0.6399302636556108,0.4422610880630629,-0.6635229176681614,1.943383444979383,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCB8,0.8118559520005608,0.7322466408998758,-0.6233474641631958,2.2470593681643174,0.6954048294640118,43.19249141969219,False,-0.4243179804263415,0.4279195259487348,-1.706462921875887,0.8578269610232043,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCB9,0.0253039659688414,0.4805301715558169,-0.9165351702805596,0.9671431022182424,0.0,0.0,False,-1.560220461822004,0.5688096597596709,-3.038442092340497,-0.0819988313035111,4,6,-1.35863551776694,-2.77386437730828,0.0055394766377427,0.0457036063522209,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCD3,-0.1894943166649219,0.6104223619633344,-1.3859221461130573,1.0069335127832135,0.3396610612128897,30.342282248783185,False,-0.2617565630772219,0.4209489478112916,-1.5334159034321213,1.0099027772776776,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCD4,-0.250507281370298,0.4969520435892132,-1.2245332868051555,0.7235187240645599,0.0,0.0,False,0.9181998657170046,0.469359853754337,-0.4245930498819202,2.2609927813159296,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCE1,0.6116435328533267,0.808543652858645,-0.9731020267496177,2.196389092456271,1.0276702067037995,52.62922549142105,False,1.2707338827375527,0.5175894542127453,-0.1393624428032531,2.6808302082783584,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCF1,-0.419136989396423,0.5275724713985782,-1.4531790333376362,0.6149050545447903,0.0697219256321357,8.316630343010925,False,0.713381392763003,0.4484737298879468,-0.5991949595828467,2.025957745108853,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABCF3,0.0693212028213017,0.5510459206249446,-1.0107288016035898,1.1493712072461932,0.155346809447499,17.002595731467878,False,0.4373682326185278,0.4286223523481576,-0.845829191311509,1.7205656565485643,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD10,-0.7397196673985565,0.5144093101907506,-1.7479619153724275,0.2685225805753147,0.0,0.0,False,0.3768946092120053,0.4255447633199836,-0.9016877161663994,1.65547693459041,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD11,1.2390527779781573,0.5661969414499096,0.1293067727363344,2.34879878321998,0.0,0.0,True,0.3126994410996001,0.4227779754456668,-0.9617195914293688,1.587118473628569,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD12,0.2785776435962661,0.4807276993765773,-0.6636486471818255,1.2208039343743575,0.0,0.0,True,-0.2440689133514942,0.4203897688207029,-1.5148833513799629,1.0267455246769743,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD13,0.0379612050702485,0.5546563584089469,-1.0491652574112875,1.1250876675517845,0.1612340714431532,17.30304963650473,False,1.525701227251934,0.5621519313440453,0.0561561073419378,2.99524634716193,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD14B,-0.5483386510326363,0.5084105779028778,-1.544823383722277,0.4481460816570041,0.0,0.0,False,0.3397498228264343,0.4238810380485788,-0.93633065887032,1.6158303045231888,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD15,0.9843866130450192,0.6338921070538539,-0.2580419167805342,2.226815142870573,0.3164292325964312,26.0011603867462,True,0.1014049077274002,0.4173093513736168,-1.1647450060809477,1.367554821535748,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD16A,-0.0549819322210975,0.4866642289327952,-1.0088438209293762,0.8988799564871812,0.0,0.0,False,0.3162608462818365,0.4229179743473481,-0.9583691746468924,1.5908908672105655,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD2,-1.0851632267998872,0.5270880478038511,-2.1182558004954357,-0.0520706531043391,0.0,0.0,True,-0.3703384433687393,0.4252385768314655,-1.648460705421849,0.9077838186843704,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD3,-0.1728708886595893,0.4828906997836942,-1.11933666023563,0.7735948829164513,0.0,0.0,False,2.013777642734359,0.6701229413152137,0.4093013134117591,3.61825397205696,4,6,1.92799369601639,3.79292903373284,0.0001488807149562,0.0040662044729981,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD4,0.7333623577834358,0.5142372196572568,-0.2745425927447873,1.741267308311659,0.0,0.0,True,1.7385747828453917,0.6055818088882855,0.2133196969580382,3.263829868732745,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD5,-1.7676834579893972,1.1108957151319734,-3.9450390596480647,0.4096721436692705,2.288643077940687,64.23492850520769,True,2.054586051906159,0.6804994069596253,0.4377352480976886,3.671436855714629,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD6,0.4682066910772916,0.5718371188137832,-0.6525940617977234,1.5890074439523063,0.1868593127298671,18.77637354524088,False,-1.937282814148361,0.6512332105413288,-3.5189836397204943,-0.3555819885762274,4,6,-0.845546817078112,-2.90642451707303,0.0036558509162108,0.0350079597631504,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABHD8,1.384540075895467,0.5577195266456406,0.291409803670011,2.477670348120922,0.0,0.0,True,0.3932677933506257,0.4263328889970961,-0.8864979767695336,1.673033563470785,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABI1,0.4577391520739004,0.7422837930344565,-0.997137082273634,1.912615386421435,0.7830238269351693,47.26565790163659,False,0.4619765181292137,0.4300055606230911,-0.8232897428804136,1.747242779138841,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABI2,0.0781366095795974,0.4786486341502162,-0.8600147133548263,1.0162879325140213,0.0,0.0,False,-0.5940009927261418,0.4387189903766443,-1.892223960259422,0.7042219748071383,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABI3,1.225941722943507,0.5526788037847814,0.1426912675253355,2.3091921783616787,0.0,0.0,True,0.6593586803061403,0.4438387834976076,-0.6464173612432554,1.965134721855536,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABLIM2,-0.2141236264411161,0.4814936740828067,-1.1578512276434172,0.729603974761185,0.0,0.0,False,-0.2379061100251556,0.420204123990873,-1.508439920170851,1.0326277001205395,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABT1,-0.061344553302808,0.4852822480116345,-1.0124977594056117,0.8898086527999957,0.0,0.0,False,1.04626177348947,0.4850831478332499,-0.3188372781240796,2.41136082510302,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ABTB1,0.1163996077259173,0.4795675267101237,-0.8235527446259252,1.05635196007776,0.0,0.0,False,0.3438260684308026,0.4240551894999531,-0.932516525069477,1.6201686619310824,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACAA2,-0.6097161436838332,0.6120074544493752,-1.8092507544046088,0.5898184670369422,0.3086131472585662,27.383144870337016,False,0.2866344644894067,0.4218016239312372,-0.9863121638081982,1.5595810927870115,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACAD8,-0.5951515925041572,0.4930122115676288,-1.5614555271767097,0.3711523421683953,0.0,0.0,True,0.4300892775229178,0.4282277158316783,-0.8525172845759104,1.7126958396217462,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACAD9,-0.3904427626053107,0.5059699498973008,-1.3821438644040205,0.601258339193399,0.0105047006528947,1.3625585665778424,False,-1.3387350469585266,0.5286798870388572,-2.7638584290025072,0.0863883350854539,4,6,-0.687375804731148,-2.21877869497117,0.0265017841337736,0.125939254817184,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACADL,0.463904773831449,0.568226115199839,-0.6498184119602355,1.5776279596231335,0.174169677239868,17.652597709043995,False,0.9621629496189296,0.4745265130178791,-0.3880003932435126,2.312326292481372,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACADM,-1.4880906493405204,0.5669956319474616,-2.599402087957545,-0.3767792107234957,0.0,0.0,True,-0.2742911494435507,0.4213688938331082,-1.5465846464595767,0.9980023475724752,4,6,,,,,,False,True,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
ACADS,-0.6916116390953968,0.5087550560755212,-1.6887715490034183,0.3055482708126247,0.0,0.0,True,0.1977870780856891,0.4191116496827713,-1.0710940485062916,1.46666820467767,4,6,,,,,,False,False,GSE279183 reconstructed donor-level EC: chronic active MS vs control,gene-level source EC contrast; not the local VI-vs-PPWM spatial contrast
